old_name,new_name,old_default,configuration,serial,action_type
"DigS2_Diu ","S12TraDiu ",    0.00000    ,"          ",2012032801,         1
"Res_OMP   ","S12traOMP ",    0.00000    ,"          ",2012032801,         1
"BurS1_OMP ","S12traOMP ",    0.00000    ,"          ",2012032801,         1
"DigS1_OMP ","S12traOMP ",    0.00000    ,"          ",2012032801,         1
"BurS2_OMP ","S12traOMP ",    0.00000    ,"          ",2012032801,         1
"BurS2_OMP ","S12traOMP ",    0.00000    ,"          ",2012032801,         1
"FrAAPTIMS3","n.a.      ",    3.00000    ,"          ",2012032801,         7
"QAsIM1S3  ","n.a.      ",    4.00000    ,"          ",2012032801,         7
"QAsIM2S3  ","n.a.      ",    4.00000    ,"          ",2012032801,         7
"QAsIM3S3  ","n.a.      ",    4.00000    ,"          ",2012032801,         7
"QAsPHYTS3 ","n.a.      ",    4.00000    ,"          ",2012032801,         7
"QAsPOCS3  ","n.a.      ",    4.00000    ,"          ",2012032801,         7
"QCdIM1S3  ","n.a.      ",    4.00000    ,"          ",2012032801,         7
"QCdIM2S3  ","n.a.      ",    4.00000    ,"          ",2012032801,         7
"QCdIM3S3  ","n.a.      ",    4.00000    ,"          ",2012032801,         7
"QCdPHYTS3 ","n.a.      ",    4.00000    ,"          ",2012032801,         7
"QCdPOCS3  ","n.a.      ",    4.00000    ,"          ",2012032801,         7
"QCrIM1S3  ","n.a.      ",    4.00000    ,"          ",2012032801,         7
"QCrIM2S3  ","n.a.      ",    4.00000    ,"          ",2012032801,         7
"QCrIM3S3  ","n.a.      ",    4.00000    ,"          ",2012032801,         7
"QCrPHYTS3 ","n.a.      ",    4.00000    ,"          ",2012032801,         7
"QCrPOCS3  ","n.a.      ",    4.00000    ,"          ",2012032801,         7
"QCuIM1S3  ","n.a.      ",    4.00000    ,"          ",2012032801,         7
"QCuIM2S3  ","n.a.      ",    4.00000    ,"          ",2012032801,         7
"QCuIM3S3  ","n.a.      ",    4.00000    ,"          ",2012032801,         7
"QCuPHYTS3 ","n.a.      ",    4.00000    ,"          ",2012032801,         7
"QCuPOCS3  ","n.a.      ",    4.00000    ,"          ",2012032801,         7
"QHgIM1S3  ","n.a.      ",    4.00000    ,"          ",2012032801,         7
"QHgIM2S3  ","n.a.      ",    4.00000    ,"          ",2012032801,         7
"QHgIM3S3  ","n.a.      ",    4.00000    ,"          ",2012032801,         7
"QHgPHYTS3 ","n.a.      ",    4.00000    ,"          ",2012032801,         7
"QHgPOCS3  ","n.a.      ",    4.00000    ,"          ",2012032801,         7
"QNiIM1S3  ","n.a.      ",    4.00000    ,"          ",2012032801,         7
"QNiIM2S3  ","n.a.      ",    4.00000    ,"          ",2012032801,         7
"QNiIM3S3  ","n.a.      ",    4.00000    ,"          ",2012032801,         7
"QNiPHYTS3 ","n.a.      ",    4.00000    ,"          ",2012032801,         7
"QNiPOCS3  ","n.a.      ",    4.00000    ,"          ",2012032801,         7
"QPbIM1S3  ","n.a.      ",    4.00000    ,"          ",2012032801,         7
"QPbIM2S3  ","n.a.      ",    4.00000    ,"          ",2012032801,         7
"QPbIM3S3  ","n.a.      ",    4.00000    ,"          ",2012032801,         7
"QPbPHYTS3 ","n.a.      ",    4.00000    ,"          ",2012032801,         7
"QPbPOCS3  ","n.a.      ",    4.00000    ,"          ",2012032801,         7
"QVaIM1S3  ","n.a.      ",    4.00000    ,"          ",2012032801,         7
"QVaIM2S3  ","n.a.      ",    4.00000    ,"          ",2012032801,         7
"QVaIM3S3  ","n.a.      ",    4.00000    ,"          ",2012032801,         7
"QVaPHYTS3 ","n.a.      ",    4.00000    ,"          ",2012032801,         7
"QVaPOCS3  ","n.a.      ",    4.00000    ,"          ",2012032801,         7
"QZnIM1S3  ","n.a.      ",    4.00000    ,"          ",2012032801,         7
"QZnIM2S3  ","n.a.      ",    4.00000    ,"          ",2012032801,         7
"QZnIM3S3  ","n.a.      ",    4.00000    ,"          ",2012032801,         7
"QZnPHYTS3 ","n.a.      ",    4.00000    ,"          ",2012032801,         7
"QZnPOCS3  ","n.a.      ",    4.00000    ,"          ",2012032801,         7
"Q153PHYTS3","n.a.      ",    5.00000    ,"          ",2012032801,         7
"Q153POCS3 ","n.a.      ",    5.00000    ,"          ",2012032801,         7
"QAtrPHYTS3","n.a.      ",    5.00000    ,"          ",2012032801,         7
"QAtrPOCS3 ","n.a.      ",    5.00000    ,"          ",2012032801,         7
"QBapPHYTS3","n.a.      ",    5.00000    ,"          ",2012032801,         7
"QBapPOCS3 ","n.a.      ",    5.00000    ,"          ",2012032801,         7
"QDiuPHYTS3","n.a.      ",    5.00000    ,"          ",2012032801,         7
"QDiuPOCS3 ","n.a.      ",    5.00000    ,"          ",2012032801,         7
"QFluPHYTS3","n.a.      ",    5.00000    ,"          ",2012032801,         7
"QFluPOCS3 ","n.a.      ",    5.00000    ,"          ",2012032801,         7
"QHCBPHYTS3","n.a.      ",    5.00000    ,"          ",2012032801,         7
"QHCBPOCS3 ","n.a.      ",    5.00000    ,"          ",2012032801,         7
"QHCHPHYTS3","n.a.      ",    5.00000    ,"          ",2012032801,         7
"QHCHPOCS3 ","n.a.      ",    5.00000    ,"          ",2012032801,         7
"QMefPHYTS3","n.a.      ",    5.00000    ,"          ",2012032801,         7
"QMefPOCS3 ","n.a.      ",    5.00000    ,"          ",2012032801,         7
"QOMPPHYTS3","n.a.      ",    5.00000    ,"          ",2012032801,         7
"QOMPPOCS3 ","n.a.      ",    5.00000    ,"          ",2012032801,         7
"SecchiExt1","PAConstant",    0.00000    ,"          ",2012032801,         2
"GreenS1   ","n.a.      ",    6.00000    ,"          ",2012032801,         7
"GreenS2   ","n.a.      ",    6.00000    ,"          ",2012032801,         7
"DiatS1    ","n.a.      ",    6.00000    ,"          ",2012032801,         7
"DiatS2    ","n.a.      ",    6.00000    ,"          ",2012032801,         7
"DiatS1    ","n.a.      ",    7.00000    ,"          ",2012032801,         7
"DiatS2    ","n.a.      ",    7.00000    ,"          ",2012032801,         7
